300,301,302,303,sentiment_estimate,305
0.0,1.0,0.0,0.0,17.5,10.0
0.0,1.0,0.0,0.0,17.5,9.0
0.0,0.684,0.316,0.5719,17.5,19.333333333333332
0.0,0.769,0.231,0.2732,17.5,19.0
0.161,0.839,0.0,-0.3612,17.5,8.0
0.0,0.446,0.554,0.7351,17.5,18.666666666666668
0.0,0.763,0.237,0.7351,2.5,15.333333333333334
0.0,1.0,0.0,0.0,17.5,13.666666666666666
0.0,0.569,0.431,0.6478,17.5,6.666666666666667
0.0,0.675,0.325,0.6478,17.5,14.666666666666666
0.0,1.0,0.0,0.0,17.5,10.0
0.0,0.769,0.231,0.6915,17.5,12.333333333333334
0.0,0.814,0.186,0.6915,17.5,8.0
0.109,0.891,0.0,-0.296,17.5,10.0
0.152,0.524,0.325,0.5106,2.5,13.666666666666666
0.138,0.557,0.305,0.7845,2.5,5.333333333333333
0.09,0.71,0.2,0.4019,17.5,15.666666666666666
0.0,0.488,0.512,0.6369,17.5,9.0
0.179,0.821,0.0,-0.2411,2.5,8.666666666666666
0.0,0.734,0.266,0.4404,17.5,17.0
0.0,0.888,0.112,0.4404,7.5,15.666666666666666
0.0,0.823,0.177,0.4767,17.5,19.666666666666668
0.095,0.754,0.151,0.25,2.5,10.666666666666666
0.0,0.878,0.122,0.3321,17.5,19.333333333333332
0.0,0.818,0.182,0.4404,2.5,5.333333333333333
0.128,0.774,0.098,-0.2263,7.5,11.333333333333334
0.122,0.719,0.158,0.128,2.5,9.666666666666666
0.159,0.384,0.457,0.6378,12.5,12.333333333333334
0.139,0.462,0.399,0.6378,17.5,9.0
0.462,0.231,0.308,-0.4588,22.5,8.666666666666666
0.0,1.0,0.0,0.0,17.5,7.0
0.061,0.881,0.058,-0.0258,22.5,17.666666666666668
0.256,0.744,0.0,-0.6705,2.5,14.333333333333334
0.0,0.737,0.263,0.3612,17.5,13.0
0.125,0.786,0.089,-0.25,17.5,8.333333333333334
0.106,0.662,0.232,0.4404,12.5,17.666666666666668
0.275,0.725,0.0,-0.5859,17.5,6.333333333333333
0.202,0.798,0.0,-0.5859,7.5,5.666666666666667
0.0,0.595,0.405,0.5267,17.5,21.333333333333332
0.176,0.703,0.121,-0.1779,2.5,21.0
0.0,0.741,0.259,0.2732,17.5,16.333333333333332
0.0,1.0,0.0,0.0,2.5,12.0
0.0,1.0,0.0,0.0,2.5,11.666666666666666
0.337,0.421,0.242,-0.2263,12.5,12.0
0.0,0.671,0.329,0.5994,2.5,16.333333333333332
0.0,0.766,0.234,0.5994,17.5,19.666666666666668
0.172,0.828,0.0,-0.3612,17.5,8.0
0.124,0.773,0.103,-0.1027,17.5,8.666666666666666
0.324,0.676,0.0,-0.34,17.5,5.0
0.0,0.674,0.326,0.4404,17.5,14.333333333333334
0.0,0.785,0.215,0.4767,17.5,22.0
0.0,0.855,0.145,0.296,7.5,16.333333333333332
0.0,1.0,0.0,0.0,17.5,16.333333333333332
0.0,0.55,0.45,0.5994,17.5,17.666666666666668
0.0,0.92,0.08,0.1027,17.5,13.0
0.0,1.0,0.0,0.0,17.5,13.666666666666666
0.11,0.306,0.584,0.6866,17.5,5.666666666666667
0.197,0.472,0.331,0.4019,17.5,15.666666666666666
0.17,0.544,0.286,0.4019,17.5,16.666666666666668
0.154,0.705,0.141,0.1531,2.5,19.666666666666668
0.0,1.0,0.0,0.0,2.5,7.666666666666667
0.0,1.0,0.0,0.0,22.5,9.0
0.0,1.0,0.0,0.0,17.5,9.333333333333334
0.0,1.0,0.0,0.0,17.5,13.0
0.0,1.0,0.0,0.0,17.5,11.0
0.0,0.837,0.163,0.3262,17.5,11.333333333333334
0.0,0.227,0.773,0.8807,17.5,17.0
0.0,0.524,0.476,0.9274,17.5,13.666666666666666
0.0,1.0,0.0,0.0,12.5,7.0
0.279,0.18,0.541,0.4404,17.5,14.666666666666666
0.151,0.439,0.41,0.6486,22.5,14.0
0.111,0.889,0.0,-0.128,7.5,7.333333333333333
0.273,0.727,0.0,-0.3865,17.5,4.666666666666667
0.261,0.739,0.0,-0.6486,17.5,14.333333333333334
0.227,0.773,0.0,-0.6486,17.5,10.0
0.09,0.82,0.09,0.0,17.5,18.0
0.0,1.0,0.0,0.0,17.5,16.666666666666668
0.22,0.78,0.0,-0.7579,12.5,11.666666666666666
0.149,0.851,0.0,-0.2732,17.5,15.333333333333334
0.0,1.0,0.0,0.0,17.5,18.666666666666668
0.0,0.392,0.608,0.7351,17.5,19.333333333333332
0.0,0.514,0.486,0.886,12.5,9.333333333333334
0.0,0.727,0.273,0.5423,7.5,22.666666666666668
0.0,1.0,0.0,0.0,17.5,14.666666666666666
0.16,0.84,0.0,-0.5859,7.5,11.333333333333334
0.216,0.784,0.0,-0.296,12.5,8.333333333333334
0.0,1.0,0.0,0.0,17.5,15.333333333333334
0.098,0.82,0.082,-0.1027,17.5,11.666666666666666
0.109,0.806,0.085,-0.2589,7.5,5.666666666666667
0.0,1.0,0.0,0.0,12.5,12.333333333333334
0.0,1.0,0.0,0.0,17.5,20.0
0.0,0.806,0.194,0.34,17.5,20.666666666666668
0.0,1.0,0.0,0.0,17.5,17.666666666666668
0.0,1.0,0.0,0.0,17.5,7.666666666666667
0.0,1.0,0.0,0.0,17.5,14.333333333333334
0.0,1.0,0.0,0.0,17.5,14.0
0.0,1.0,0.0,0.0,17.5,12.666666666666666
0.0,1.0,0.0,0.0,17.5,13.666666666666666
0.0,0.714,0.286,0.4215,17.5,19.666666666666668
0.105,0.542,0.353,0.8074,2.5,10.0
0.0,1.0,0.0,0.0,12.5,18.0
0.221,0.621,0.159,-0.2263,12.5,14.333333333333334
0.0,0.548,0.452,0.5106,17.5,18.666666666666668
0.112,0.728,0.16,0.25,12.5,12.666666666666666
0.0,1.0,0.0,0.0,17.5,9.333333333333334
0.0,0.763,0.237,0.4215,17.5,18.333333333333332
0.239,0.761,0.0,-0.296,17.5,14.333333333333334
0.18,0.82,0.0,-0.296,17.5,10.666666666666666
0.0,0.682,0.318,0.4215,17.5,10.333333333333334
0.0,0.693,0.307,0.7351,12.5,20.0
